Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Moldova,MDA,686.0024554,673.6062389,643.058031,606.4479128,564.3240407,593.7661383,575.319576,657.4911903,578.9097663,399.6207703,440.6720307,507.5576584,570.9726454,682.5255088,897.4499588,1034.707058,1183.379211,1531.685476,2111.201495,1899.010117,2437.529978,2942.255949,3045.739874,3322.038436,3328.801449,2732.457113,2880.439281,3509.69345,4230.363037,4491.688827
Madagascar,MDG,338.9477127,272.5249191,301.9969866,320.5639901,269.5607119,284.8227287,354.7413311,297.1150598,297.2536718,279.9212866,293.6071574,334.4416177,319.2163788,368.7972369,284.4877263,319.5374751,338.7511983,438.6555158,536.3514017,467.5397834,471.9592116,531.2654321,518.1528127,541.0659437,530.8610389,467.2354316,475.9555568,515.2933234,523.9459714,522.9895243
Maldives,MDV,963.6356582,1063.783279,1205.712591,1329.031959,1432.17689,1569.932617,1737.733635,1926.286035,2011.944337,2154.268226,2234.595861,3038.781417,3049.207981,3476.006273,3941.431136,3640.012132,4809.93374,5574.401981,6614.23618,6636.543871,7076.739821,7291.465967,7265.723399,7928.476443,8499.307148,9033.41027,9209.443564,9577.346946,10279.07998,10561.61351
Middle East & North Africa,MEA,3150.525273,2147.408586,2305.71936,2285.273669,2356.315148,2585.096162,2862.835873,2952.74938,2832.584333,3017.658257,3318.57082,3240.497035,3163.883187,3442.683666,3988.368112,4704.36999,5385.295133,6241.614578,7619.099178,6740.007246,7702.306735,8345.335022,8850.064248,8558.345188,8433.722377,7269.495916,7161.033137,7309.14272,7502.176788,7458.022736
Mexico,MEX,3112.268595,3661.947965,4170.623383,5650.026286,5854.418117,3928.223711,4412.116298,5289.167653,5481.181954,6157.193044,7157.8145,7544.568723,7593.137345,7075.369643,7484.486399,8277.671564,9068.294218,9642.680517,10016.57121,8002.972178,9271.398396,10203.4213,10241.72783,10725.18359,10928.91601,9616.645558,8744.515559,9287.849587,9686.984927,9950.45008
Marshall Islands,MHL,1660.340633,1704.584427,1849.295317,1996.086538,2152.208547,2382.962699,2194.208578,2194.232256,2229.712447,2267.569122,2272.678016,2389.060707,2515.624045,2457.65454,2431.166018,2471.352046,2537.717206,2646.873996,2704.463554,2662.334015,2846.065542,3046.290071,3181.6247,3246.63025,3185.261354,3199.886846,3490.998389,3672.576783,3793.550983,4073.10983
Middle income,MIC,910.8399996,860.2078609,888.222441,939.0059929,1017.940458,1130.549876,1219.558624,1270.748187,1212.558876,1168.999948,1257.470716,1253.547583,1268.166181,1413.158892,1658.479268,1952.00798,2290.322297,2802.757853,3315.555504,3195.053541,3835.397788,4505.875069,4743.404238,4969.701363,5074.019856,4756.477458,4733.851353,5143.322474,5401.503494,5481.373758
North Macedonia,MKD,2354.275256,2477.683038,1225.373149,1352.028452,1796.227426,2373.384463,2333.327982,1959.560738,1875.817764,1915.393753,1861.898065,1823.023561,1989.135125,2440.476943,2795.899261,3072.678573,3362.968419,4079.391954,4841.251694,4584.709832,4577.688755,5098.097583,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054
Mali,MLI,317.3948274,315.4528143,319.8402047,310.1412016,223.0196004,282.3401438,282.6342119,267.1890164,281.8734093,323.2889034,270.542236,307.7048595,336.4187392,393.4050091,440.9567771,489.0213369,523.0386031,597.4844576,697.0878685,701.7171134,710.2742494,837.605821,778.6252695,805.0339796,848.279043,751.4728866,780.7235695,830.0215153,894.8047765,879.0431873
Malta,MLT,7191.923603,7558.277383,8220.245518,7296.310144,8000.518005,9857.480771,10062.73358,9909.894481,10409.30845,10633.60338,10432.32812,10402.23337,11289.88984,13669.49712,15197.05671,15888.17232,16723.88418,19485.87119,22205.35681,21083.27715,21799.17426,23155.55479,22527.63676,24771.07658,26754.26845,24921.60368,25741.44606,28250.69777,30672.29224,30186.19596
Myanmar,MMR,49.26489079,51.01874105,52.26380214,65.51058315,88.08746963,111.1408136,129.5689382,125.1036891,101.1389517,122.2106391,146.6045788,131.7153072,128.0997081,161.0555236,193.3687658,216.3115014,240.6240142,314.2022942,460.9088892,586.1681802,746.94536,1061.344429,1134.302224,1168.1654,1210.097636,1196.743357,1136.610665,1151.114462,1250.173691,1271.111575
Middle East & North Africa (excluding high income),MNA,2241.412514,1132.138471,1216.723021,1220.540385,1279.82378,1460.052528,1649.361417,1710.409931,1711.898705,1828.294846,1904.949977,1892.547133,1809.616019,1942.429143,2268.073676,2631.704991,2998.719599,3612.11533,4382.011172,4198.695033,4746.483655,4620.920974,4927.381904,4474.403711,4327.537297,3807.580603,3791.302622,3676.931343,3447.444185,3449.765626
Montenegro,MNE,-4372.457801,-3918.899296,-3360.611779,-2736.381032,-2162.905336,-1603.39134,-1008.163143,-472.38004,-80.07738021,304.6762237,1627.072633,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.4824,7328.932252,6586.721279,7186.429787,7378.345289,6514.272695,7028.936577,7784.06529,8845.914219,8910.650834
Mongolia,MNG,1172.446287,1072.635835,587.3032317,339.5205869,405.9755499,631.920915,580.9100918,505.5923093,477.3341262,444.9945833,474.2170943,524.0540084,571.594979,646.192471,797.9777263,998.829388,1334.212724,1632.727582,2136.562402,1714.361827,2643.287083,3757.565415,4351.888461,4366.089537,4158.521471,3875.321675,3658.3903,3687.100003,4156.84697,4404.84583
Northern Mariana Islands,MNP,34207.59097,33205.41126,32222.1929,31257.32544,30207.5114,29073.71001,28244.37359,27336.88963,26323.72194,25121.80896,24269.31138,23168.09148,21981.78456,21379.02474,21139.06359,18763.15278,17714.63336,16988.13728,17191.1902,14669.52061,14804.24673,13496.75078,13736.97197,14091.19118,15044.9359,16314.38355,21891.18479,27584.74351,22886.67405,20659.64029
Mozambique,MOZ,170.6238761,272.6139075,191.2178344,189.9352925,187.0846016,187.2938682,241.6473879,283.5142141,313.0661607,346.5754492,319.3596208,296.2684069,302.5452337,326.0751909,383.2702219,416.8098242,435.3340633,482.1985636,563.6496343,520.4026316,471.9043433,594.5861471,657.6446765,664.0775104,673.969212,589.85905,428.9266729,461.4150941,503.3179252,506.6416391
Mauritania,MRT,740.7361713,1021.923446,1010.103031,840.2632166,862.2742228,904.0907235,898.5131619,851.4255276,814.1703353,775.2720141,676.5690224,646.1151155,639.6675829,717.8998676,803.7779156,970.8423607,1259.541505,1357.124285,1579.511548,1389.338533,1610.921603,1879.772472,1815.218939,1892.094,1677.109019,1524.071753,1536.854888,1587.611263,1670.204165,1743.302901
Mauritius,MUS,2506.179312,2669.3277,2973.206977,2973.797821,3197.331024,3599.555202,3899.435192,3646.630626,3593.234081,3695.934909,3929.075495,3856.625227,4018.948897,4793.718179,5388.065784,5282.906022,5695.969327,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10484.90836,11208.34382,11097.16898
Malawi,MWI,199.9863636,229.5273955,185.7858674,213.2405252,121.2640654,141.9543474,227.5849064,259.4504941,165.8952835,163.6142015,156.3858168,150.1489426,298.4334104,267.3990119,282.5671076,289.5552148,308.1636182,332.2590946,387.6057212,438.2118568,478.6686885,534.9510502,391.5617052,348.4298737,371.2695217,380.5969877,315.7779871,506.1372944,544.5934354,591.8463896
Malaysia,MYS,2441.741991,2653.526169,3113.645677,3433.162787,3728.110481,4329.707998,4798.61177,4637.865661,3263.334883,3492.670125,4043.662923,3913.429386,4165.726104,4461.847325,4952.213958,5587.02478,6209.126167,7243.456801,8474.587762,7292.494973,9040.568495,10399.37021,10817.43171,10970.1043,11319.06194,9955.242722,9817.78709,10259.30481,11380.08209,11432.823
North America,NAC,23645.61431,24086.21645,24967.70632,25765.54155,26925.46151,27891.38744,29105.32086,30518.03962,31691.91778,33319.27356,35155.79564,35831.03647,36674.72878,38400.82056,40777.42867,43360.44653,45738.08549,47660.54833,48229.12621,46495.71874,48387.21093,50123.85358,51717.78701,53068.03255,54648.01934,55542.96607,56451.5175,58605.34429,61391.26977,63342.98218
Namibia,NAM,1947.062911,2029.861549,2260.810359,2090.69179,2303.330555,2443.995853,2398.257439,2446.928578,2236.671502,2193.223615,2185.604115,1950.648536,1808.884899,2621.700395,3464.418226,3739.531717,4059.101348,4405.410399,4212.367197,4295.387143,5394.996712,5806.748246,5942.29274,5392.094938,5469.9014,4896.61526,4546.986688,5367.114674,5588.392864,5009.685904
New Caledonia,NCL,14800.79125,15133.157,16261.95524,15297.04587,16037.02933,18721.05773,18257.21506,16339.80724,17324.25058,17435.74544,16039.16917,15174.27843,16885.8944,21817.31511,25770.53108,26861.69844,29604.05264,36864.85762,37353.7373,35391.08787,37494.89516,40697.65294,37294.02281,38503.25385,39675.56631,32520.29416,32391.19722,33976.55555,36382.48766,34788.52928
Niger,NER,437.589995,396.4169918,395.2751628,344.5340063,211.3864925,242.6203967,244.813779,225.0220766,250.6574617,232.1873864,197.8326834,208.3770599,228.2359086,268.349893,286.4900658,321.7236612,336.2819503,390.2844802,478.502559,464.057999,476.8695322,512.595335,529.7444581,552.569139,564.5967488,484.1531374,500.2149113,517.7715723,570.723922,554.0993893
Nigeria,NGA,567.528649,502.9141389,477.1776238,270.2239667,321.3206741,408.1810448,461.5196196,479.9837641,469.4305487,497.8415739,567.9307221,590.381815,741.7474939,795.3862287,1007.874342,1268.383462,1656.424794,1883.461388,2259.114059,1911.607866,2280.437337,2487.598017,2723.822191,2961.549422,3098.985791,2687.480056,2176.002772,1968.565398,2027.778549,2229.858652
Nicaragua,NIC,241.8764121,348.8646053,410.7673844,393.6035457,847.3736884,890.0054491,908.6338479,909.3364921,943.9228567,972.8867935,1007.499839,1034.551387,1000.936715,1005.733044,1080.269119,1162.289685,1226.644309,1327.966782,1499.25762,1444.36951,1503.864191,1655.802946,1760.460308,1811.636803,1934.062922,2049.851666,2107.57406,2159.156714,2014.575189,1926.699694
Netherlands,NLD,21290.86038,21732.23076,23904.03742,23122.41077,24646.31431,29258.13435,29006.80945,26700.53713,27885.80838,28263.09671,26149.41108,26873.27593,29204.03983,35672.2066,40362.39478,41979.05585,44863.35063,51733.44213,57644.47997,52514.02712,50950.03434,54159.34661,50073.00566,52184.06185,52830.17423,45175.23189,46007.85292,48554.99228,53018.62936,52476.27325
Norway,NOR,28242.94374,28596.933,30523.98506,27963.66522,29315.84191,34875.70433,37321.9742,36629.0309,34788.35985,36371.05095,38131.46061,38542.7151,43084.47247,50134.89077,57603.83602,66810.47852,74148.32008,85139.96045,96944.09561,79977.69708,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529
Nepal,NPL,191.8788839,202.0805891,170.5866512,178.6259878,193.2795509,203.9807806,204.6857552,217.7879819,210.6115609,214.1067032,229.4903926,246.7255581,244.7208435,252.4023518,286.1576726,315.80563,346.9453313,391.3800572,470.455459,478.1732528,592.4012071,799.5833769,804.1416073,823.3598746,844.8531248,901.7496077,899.523581,1048.453755,1178.525932,1194.956876
Nauru,NRU,1890.922964,1890.972329,1890.873599,1891.07106,1890.676138,1891.465981,1889.886295,1893.045668,1886.726921,1899.364415,1874.089427,1924.639403,1823.539452,2025.739354,1621.33955,2430.139157,3648.040215,4529.551409,5259.771919,5829.309051,4752.175082,6560.27487,9562.667866,9648.495655,10171.48073,8341.012278,9521.042101,10339.38548,11614.66508,11029.73558
New Zealand,NZL,13663.02162,12230.07345,11793.13924,13094.34545,15280.31278,17400.42018,18794.43604,17474.18703,14738.44557,15322.22383,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40080.49411,42992.89527,43306.07,42755.21626
OECD members,OED,16978.03,17798.86676,18964.57392,19054.28312,20278.23222,22178.10824,22192.04101,21686.24759,21747.57001,22671.8234,22995.0137,22615.3232,23407.68655,26004.14604,28738.71701,30180.97714,31604.62275,34324.68659,36101.0384,33554.60576,34973.12291,37429.70804,37174.62539,37431.36324,37962.6637,35612.50613,36072.08446,37407.26433,39372.83592,39552.6618
Oman,OMN,6448.13836,5988.866834,6278.652491,6029.183803,6013.200263,6261.764469,6830.639424,7039.621237,6215.715413,6915.370973,8601.271944,8475.968643,8626.965234,9066.312371,10126.13774,12377.08001,14420.51204,15838.46956,22139.74071,16823.79498,21369.35297,23837.31094,24988.01259,23888.62658,23017.93398,18444.927,16772.73921,17329.18546,18947.3665,17700.70349
Other small states,OSS,3122.900947,3146.570912,3367.591989,3151.471251,3239.610345,3672.295048,3802.314567,3880.092798,3734.030462,3941.000861,4370.08818,4274.292534,4534.112424,5547.415538,6753.972105,8008.480303,9187.777369,10954.53824,13045.05172,10905.7047,12378.48607,14895.51869,15212.81358,15552.69395,15730.91893,12779.21891,12384.39739,13201.51869,14354.44671,13799.58669
Pakistan,PAK,371.6785676,411.859439,429.1469022,442.4922573,434.4654042,489.8818298,497.2161314,476.3812276,461.2167361,454.2761123,576.1955804,544.4942514,534.3039007,599.3763305,687.8364127,748.9225893,836.8605262,908.0950852,990.8466112,957.9956753,987.409712,1164.978823,1198.117637,1208.91771,1251.175719,1356.667831,1368.426961,1464.926195,1482.213067,1288.556325
Panama,PAN,2603.847676,2803.944925,3122.087316,3339.914374,3489.151106,3494.51729,3529.852222,3741.28733,3974.664305,4082.614583,4060.317793,4046.429148,4126.232386,4267.292687,4592.152614,4916.907612,5348.884253,6166.187871,7154.274501,7576.140457,8082.016175,9358.26813,10722.26147,11889.09507,12796.07403,13630.30114,14343.98026,15146.40851,15544.99908,15774.25494
Peru,PER,1196.586858,1524.770536,1566.011279,1488.032995,1881.737355,2194.017247,2232.075816,2306.438527,2163.119357,1924.486419,1955.588006,1941.475342,2021.240038,2145.643889,2417.034363,2729.499172,3154.331349,3606.070689,4220.616378,4196.311627,5082.353706,5869.323882,6528.971775,6756.752996,6672.877373,6229.100674,6204.996457,6710.507602,6957.793411,7027.612207
Philippines,PHL,816.0295457,816.0804127,929.2862822,931.5661269,1073.017567,1212.944437,1325.571064,1288.580731,997.5936933,1122.032017,1072.801752,990.5659913,1036.158331,1048.008205,1121.490006,1244.348741,1452.438089,1744.639979,1998.02692,1904.196388,2217.472153,2450.735694,2694.305109,2871.429701,2959.645435,3001.043182,3073.654686,3123.245642,3252.110274,3485.340844
Palau,PLW,4040.749298,4326.55383,4632.173947,4989.563464,5482.566901,5850.690803,6035.704295,6321.190012,6621.845792,6992.076167,7657.951214,8092.207323,8307.957438,7771.209368,8317.113942,9626.612414,9843.049373,10381.42387,10598.88283,10252.75014,10356.63362,11094.83322,12044.10547,12561.33614,13711.7617,15876.46193,16835.986,16019.98989,15895.2599,15232.48708
Papua New Guinea,PNG,697.5389685,801.4729647,905.249168,1005.151953,1086.291169,893.7731191,970.0904769,906.3609204,678.8966674,608.2815307,602.1864903,515.6847804,491.8343081,568.2463486,618.0367032,749.1865116,1256.979648,1401.949447,1672.951024,1626.312855,1949.351185,2406.910967,2790.676303,2729.888751,2920.782986,2679.346579,2509.629637,2695.249009,2801.371393,2820.306397
Poland,POL,1731.209531,2235.541089,2459.020685,2497.195241,2874.825311,3686.8193,4147.465501,4123.135618,4518.108226,4398.081043,4501.454067,4991.244358,5207.171421,5701.602212,6681.386472,8021.505743,9035.410467,11254.51739,13996.02515,11526.05589,12613.011,13879.56099,13097.27085,13696.4663,14271.30585,12578.49547,12447.43959,13864.68176,15468.48222,15732.20313
Pre-demographic dividend,PRE,892.9088633,390.7197863,362.7479341,317.2760939,289.1035057,361.2391328,389.7128698,418.0040554,420.1719484,447.2522292,504.0338004,468.3190202,521.7059475,550.7230194,668.0057313,810.320922,990.8712906,1166.613808,1420.687695,1253.727344,1417.981075,1592.459586,1684.41887,1798.16989,1838.707882,1558.660687,1385.784918,1407.096929,1462.374181,1489.822323
Puerto Rico,PRI,8652.507492,9064.018517,9659.3389,10212.27676,10876.41882,11579.185,12173.16369,12817.64496,14304.40499,15220.99134,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29763.4883,30627.1634,31108.76057,31604.70151,32850.54861
Portugal,PRT,7884.617988,8958.985333,10810.56651,9534.656364,9977.319909,11781.36185,12185.0914,11575.50711,12199.20639,12471.07936,11497.75346,11724.6115,12875.32079,15762.97579,18031.00042,18773.12536,19822.84603,22782.09462,24847.54514,23059.79745,22498.69086,23186.91313,20564.88986,21647.04181,22074.30076,19242.36647,19978.40121,21437.3475,23551.04829,23330.81729
Paraguay,PRY,1376.165325,1611.399861,1610.212247,1591.374158,1686.845278,1897.098347,2002.68346,1993.804376,1812.993667,1694.11121,1663.604939,1565.054289,1300.852367,1365.416418,1679.49512,1843.634108,2271.088885,2976.824014,4047.909791,3626.818637,4359.428415,5329.387437,5185.141549,5936.975959,6118.31811,5413.776021,5324.609068,5678.869972,5782.78455,5380.963322
West Bank and Gaza,PSE,1160.408201,1198.622866,1259.22876,1329.146419,1201.581542,1326.562857,1317.466751,1389.164971,1465.046057,1499.492177,1476.17185,1335.553195,1156.217473,1257.69857,1422.190886,1543.701414,1570.1044,1664.245717,2035.202341,2191.781787,2557.075624,2880.798437,3067.438727,3315.297539,3352.112595,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271
Pacific island small states,PSS,1387.659645,1452.739112,1566.580412,1631.792591,1889.866745,2018.182169,2129.481704,2104.973308,1780.271172,1935.280812,1755.418082,1711.101296,1776.616257,2060.327216,2349.736107,2568.750662,2672.033628,2909.128534,3063.478401,2706.025331,2965.360892,3440.607342,3608.822436,3702.16591,3970.735635,3832.184552,3963.692373,4220.256561,4340.020744,4270.411064
Post-demographic dividend,PST,19031.87944,19954.49743,21277.06822,21279.29657,22748.97985,25094.42594,25080.04003,24461.0044,24448.79449,25546.42061,25850.54663,25484.78772,26433.52072,29502.32358,32610.27422,34154.47689,35747.02121,38777.12414,40753.95872,38197.84913,39660.79127,42480.55407,42256.71699,42489.68497,43159.4767,40694.35007,41442.76238,43033.4408,45492.80202,45819.48008
Qatar,QAT,15454.17967,14124.26385,15434.21009,14270.97377,14544.00559,15849.56574,17337.42187,21104.76372,18593.41407,21723.8142,29976.16763,28517.22084,30214.67042,34517.60321,42124.94084,51455.95094,59530.561,65421.37692,80234.19083,59094.65918,67403.08768,82409.94165,85075.98654,85050.68434,83858.34046,63039.11263,57162.96801,59124.86727,65907.94844,62276.42869
Romania,ROU,1680.705623,1260.749045,1102.103785,1158.132516,1323.104325,1650.276481,1633.010644,1577.323357,1852.467309,1599.889533,1659.90764,1825.179805,2119.882673,2679.41191,3494.944517,4617.929016,5757.496429,8360.166321,10435.04398,8548.118672,8214.076893,9099.217539,8507.104775,9547.852151,10043.67745,8969.148921,9548.587403,10807.00917,12398.98198,12899.34611
Russian Federation,RUS,3492.710314,3490.452505,3098.802639,2930.670201,2662.104034,2665.779867,2643.929196,2737.572024,1834.861843,1330.757236,1771.594059,2100.352512,2377.529577,2975.125353,4102.364833,5323.463083,6920.189125,9101.255049,11635.27293,8562.813277,10674.99578,14311.08432,15420.87454,15974.64463,14095.64874,9313.013625,8704.898413,10720.33266,11287.35528,11497.64925
Rwanda,RWA,349.8733096,269.8504233,302.7386376,314.7513041,126.954894,221.6289261,229.8867674,288.4093021,285.7102739,287.3738192,260.6011858,238.7812778,233.1512636,249.7433131,273.6336903,331.6901134,366.8943924,438.6641845,543.5453565,579.726615,609.724917,668.4946722,725.1697703,722.8943285,743.559038,751.0773926,744.7607488,772.3169891,783.6371628,820.1492886
South Asia,SAS,359.2316694,312.6576415,324.9073431,314.9985358,349.8635745,380.353701,407.7515518,419.3197881,416.9828766,438.310721,453.2376041,455.8580189,469.712186,538.711136,613.9477974,691.6926172,774.8637986,959.3051264,959.4612494,1041.980211,1257.499508,1368.945102,1366.059425,1383.316909,1496.014996,1543.048131,1652.251801,1867.443968,1894.008884,1959.525845
Saudi Arabia,SAU,7246.01592,7883.245268,7932.093233,7485.541756,7421.289194,7690.576284,8335.804742,8551.676059,7419.161144,8007.958194,9171.331476,8684.645762,8695.396483,9609.968686,11185.13704,13791.45476,15384.73836,16516.63178,20078.26007,16113.14371,19262.5476,23745.88058,25243.602,24845.12466,24464.21256,20627.92693,19878.76384,20802.46631,23337.01755,23139.79798
Sudan,SDN,483.9526109,432.47895,260.5103596,320.4853315,449.710583,473.4134709,300.5649303,378.9547617,355.1525542,328.068653,366.172742,456.6242379,512.4412582,586.7532114,711.9219842,914.1665223,1143.932251,1461.315914,1551.085771,1202.557881,1338.443724,1366.410905,1039.762051,1160.535552,1303.838955,1329.635962,1069.839957,1011.521216,740.746767,610.9278615
Senegal,SEN,982.0178763,935.4919598,972.4318336,895.6132848,595.0300068,727.9896576,735.9819092,661.6537598,695.9523781,688.9988969,613.7323845,648.4414733,681.3118508,831.8310403,932.1680954,992.6880581,1027.731441,1197.409561,1403.949385,1308.937808,1271.583281,1366.774501,1317.779802,1372.665779,1396.657339,1219.249415,1269.903294,1361.701972,1458.069093,1430.148259
Singapore,SGP,11861.75616,14502.37999,16135.91365,18290.02824,21553.0309,24914.41126,26233.6289,26375.97195,21829.29987,21796.08444,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875,56848.17539,61176.45636,66679.04649,65640.70795
Solomon Islands,SLB,688.5191142,709.6463897,815.4946362,886.1354418,1153.447534,1306.73753,1381.8009,1385.570531,1171.427864,1215.167354,1017.613757,965.7656751,795.6015338,788.6131193,867.1071722,1014.85528,1119.693297,1260.289404,1388.963877,1428.505673,1604.20583,1938.891187,2141.821522,2248.614935,2274.887866,2167.119928,2225.486842,2332.844216,2411.862926,2344.048976
Sierra Leone,SLE,150.3889975,179.3612103,156.4031039,177.5972628,211.5922322,202.3160428,218.3668902,196.1153817,153.458492,150.0064246,138.6987225,229.3756595,252.396007,266.4469054,266.5693713,292.3490663,323.3890184,360.3716605,408.4810085,391.200943,401.8348761,448.3376621,566.3782351,716.8358269,714.6997957,588.2288628,501.4151655,496.6822949,533.9915333,521.7548367
El Salvador,SLV,914.1317947,983.1815042,1073.310253,1216.700841,1380.708375,1585.108896,1684.784505,1778.836337,1886.359966,1930.627457,2001.540049,2072.301591,2124.10182,2209.497245,2278.43033,2428.568879,2631.822739,2786.157774,2933.39424,2858.483344,2983.228806,3266.010978,3428.409332,3509.526536,3589.042885,3705.579704,3805.995686,3910.254403,4052.624775,4167.730939
San Marino,SMR,4941.532184,8257.995895,10223.61518,14633.59096,18682.60043,22259.54894,24312.30489,26374.79065,30119.61075,40864.32547,36604.49338,38730.80304,41464.74643,51270.12923,59558.77272,60900.54329,64261.03273,72697.70599,78643.55065,66703.21823,60254.7763,57297.51331,49988.46363,51570.98395,50817.33082,42662.90265,43828.23246,45399.02906,48996.59225,47731.20854
Somalia,SOM,126.9249732,167.8463739,176.6917347,185.4026908,194.054541,202.803423,211.7053437,220.5805469,229.1911759,237.5266286,246.6371016,255.8315521,264.5082415,272.5702133,280.9081513,290.4713913,301.2359838,307.6019078,314.8042635,324.4110597,336.359051,346.4427428,351.013382,350.1681618,374.1147807,386.437817,389.8220615,384.4634014,389.8313955,419.3948077
Serbia,SRB,3668.126986,3422.567451,3262.708967,2974.818283,2568.150526,2207.450598,2864.084727,3380.041416,2571.17271,2571.30404,914.7857199,1727.281196,2283.846685,3005.426352,3502.802924,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056809,5588.980728,5765.200762,6292.543629,7252.401858,7417.203649
Sub-Saharan Africa (excluding high income),SSA,654.8966674,644.220844,627.297232,599.1873354,569.5140004,644.4535241,655.1401883,662.331568,624.2877243,614.1250703,635.0559245,593.6029898,628.5393212,771.8907153,934.7508305,1081.142013,1240.849907,1399.739846,1547.919597,1440.985779,1654.54129,1806.283367,1827.326654,1891.619683,1907.827077,1687.101798,1528.185535,1588.059704,1625.820971,1628.841127
South Sudan,SSD,2020.925705,1994.923108,1965.297932,1938.461071,1916.601824,1882.12609,1857.060066,1832.785097,1797.328912,1785.273783,1752.594758,1696.88807,1717.378229,1664.735379,1626.491761,1651.119814,1526.249393,1550.618396,1669.493752,1337.882231,1535.706892,1516.404378,1179.739711,1779.470365,1322.820364,1119.651437,1280.543197,1230.557853,1183.457185,1170.553714
Sub-Saharan Africa,SSF,655.5304382,644.8487583,628.023407,599.9712201,570.302025,645.2467419,655.9009844,663.1693655,625.1803853,615.017259,635.9089536,594.4501049,629.4665765,772.7880978,935.7883706,1082.240619,1242.024256,1400.885009,1548.931385,1441.838903,1655.486199,1807.299592,1828.305577,1892.847636,1909.033228,1688.327251,1529.439256,1589.370013,1627.11036,1630.127378
Small states,SST,2973.438431,2982.017416,3120.588891,3030.546836,3140.163576,3518.446752,3684.427834,3880.753332,3818.023549,4028.96242,4390.926636,4345.322147,4583.772558,5403.058377,6400.853179,7492.65769,8557.898957,10043.89903,11834.04054,9919.768364,11168.49083,13207.69839,13520.97778,13815.58596,13995.66049,11738.11247,11350.72567,12032.93397,13001.15869,12594.67689
Sao Tome and Principe,STP,416.9821309,360.4716104,333.609336,363.0055941,415.3105345,443.907533,493.6953055,438.2589583,449.5879139,498.3099709,535.5765806,524.6698721,577.628404,678.7379639,745.3202999,866.5049956,883.0970413,896.8677913,1098.755219,1067.908053,1090.260763,1254.541598,1330.620114,1564.768548,1770.467688,1584.775657,1700.097997,1813.807434,1953.513257,1987.579702
Suriname,SUR,958.6123321,1084.96425,961.8264719,1001.721163,1391.620154,1565.212023,1921.905439,2039.836843,2415.742066,1904.44518,2012.281651,1750.576737,2267.753984,2611.377493,3006.183233,3590.648183,5197.747907,5744.759727,6831.983622,7408.360786,8255.874872,8263.203803,9200.974786,9402.164419,9471.922001,9168.237157,5872.789429,6295.560562,6938.086981,6853.693411
Slovak Republic,SVK,2405.53516,2691.195652,2920.917542,3102.296859,3771.359516,4819.125555,5196.94038,5146.671078,5538.616465,5643.675109,5413.150621,5717.21709,6533.553213,8712.698793,10671.82186,11685.75482,13159.75944,16085.61152,18677.29271,16531.67051,16825.35163,18406.01196,17430.82675,18203.24249,18630.97598,16335.6454,16501.08385,17494.72879,19380.51351,19303.54566
Slovenia,SVN,10487.75041,10433.7088,10416.13421,9941.838353,9328.877632,10730.45101,10815.11105,10454.96564,11175.77103,11452.78312,10201.30354,10479.75963,11777.15566,14849.03724,17233.13856,18098.90854,19672.96556,23787.64656,27483.33717,24694.23049,23509.54314,25095.13229,22643.10025,23496.6025,24214.92207,20881.76693,21663.64341,23455.94473,26104.10279,25942.95477
Sweden,SWE,30593.67244,31822.80385,32800.98269,24425.28493,26083.61439,30282.96392,32998.96816,30312.4876,30596.5272,30941.07936,29624.91267,27247.85773,29899.19525,37321.7979,42821.67314,43437.06312,46593.60216,53700.00534,56152.55234,46946.96027,52869.04429,60755.75955,58037.82132,61126.9432,60020.36046,51545.48361,51965.15715,53791.50873,54589.06039,51939.42974
Eswatini,SWZ,1355.389001,1367.783196,1481.861181,1528.892444,1563.749507,1833.099316,1695.134775,1781.888523,1609.214093,1557.063331,1728.710498,1521.769075,1405.448706,2148.632475,2699.130742,3083.838141,3176.691168,3327.445134,3137.387266,3385.858846,4168.489403,4496.613361,4527.565039,4230.171266,4039.159341,3680.349473,3425.531957,3914.418484,4105.893683,3915.643467
